Domain,Problem,Experiment Name,Total Landmarks,Individual LMs,Disjunctions,Overall,Unary Methods,Unary Action,Overall Action,Overall Method
Freecell-Learned-ECAI-16,probfreecell-05-2.hddl,lmc-BDpGZD,13,1,12,564,1,0,533,31
Freecell-Learned-ECAI-16,probfreecell-05-2.hddl,lmc-VDM,11,1,10,4330,1,0,4017,313
Freecell-Learned-ECAI-16,probfreecell-12-3.hddl,lmc,13,1,12,288,1,0,231,57
Freecell-Learned-ECAI-16,probfreecell-12-3.hddl,lmc-BD,13,1,12,309,1,0,231,78
Freecell-Learned-ECAI-16,probfreecell-12-3.hddl,lmc-GZD,13,1,12,1843,1,0,1816,27
Freecell-Learned-ECAI-16,probfreecell-12-3.hddl,lmc-BDpGZD,13,1,12,258,1,0,231,27
Freecell-Learned-ECAI-16,probfreecell-12-3.hddl,lmc-VDM,13,1,12,303,1,0,231,72
Freecell-Learned-ECAI-16,probfreecell-11-4.hddl,lmc,13,1,12,7996,1,0,7954,42
Freecell-Learned-ECAI-16,probfreecell-11-4.hddl,lmc-BD,13,1,12,310,1,0,231,79
Freecell-Learned-ECAI-16,probfreecell-11-4.hddl,lmc-GZD,13,1,12,9578,1,0,9319,259
Freecell-Learned-ECAI-16,probfreecell-11-4.hddl,lmc-BDpGZD,13,1,12,264,1,0,231,33
Freecell-Learned-ECAI-16,probfreecell-11-4.hddl,lmc-VDM,13,1,12,10740,1,0,10446,294
Freecell-Learned-ECAI-16,probfreecell-11-2.hddl,lmc,13,1,12,10866,1,0,10825,41
Freecell-Learned-ECAI-16,probfreecell-11-2.hddl,lmc-BD,13,1,12,302,1,0,230,72
Freecell-Learned-ECAI-16,probfreecell-11-2.hddl,lmc-GZD,13,1,12,8261,1,0,8168,93
Freecell-Learned-ECAI-16,probfreecell-11-2.hddl,lmc-BDpGZD,13,1,12,261,1,0,230,31
Freecell-Learned-ECAI-16,probfreecell-11-2.hddl,lmc-VDM,13,1,12,9843,1,0,9786,57
Freecell-Learned-ECAI-16,probfreecell-11-5.hddl,lmc,13,1,12,3169,1,0,3130,39
Freecell-Learned-ECAI-16,probfreecell-11-5.hddl,lmc-BD,13,1,12,307,1,0,232,75
Freecell-Learned-ECAI-16,probfreecell-11-5.hddl,lmc-GZD,13,1,12,8235,1,0,8176,59
Freecell-Learned-ECAI-16,probfreecell-11-5.hddl,lmc-BDpGZD,13,1,12,263,1,0,232,31
Freecell-Learned-ECAI-16,probfreecell-11-5.hddl,lmc-VDM,13,1,12,3175,1,0,3135,40
Freecell-Learned-ECAI-16,probfreecell-03-5.hddl,lmc,12,2,10,2483,1,1,1905,578
Freecell-Learned-ECAI-16,probfreecell-03-5.hddl,lmc-BD,13,1,12,991,1,0,789,202
Freecell-Learned-ECAI-16,probfreecell-03-5.hddl,lmc-GZD,11,1,10,2572,1,0,2386,186
Freecell-Learned-ECAI-16,probfreecell-03-5.hddl,lmc-BDpGZD,12,1,11,1825,1,0,1431,394
Freecell-Learned-ECAI-16,probfreecell-03-5.hddl,lmc-VDM,12,1,11,1958,1,0,1279,679
Freecell-Learned-ECAI-16,probfreecell-07-3.hddl,lmc,12,1,11,7308,1,0,6886,422
Freecell-Learned-ECAI-16,probfreecell-07-3.hddl,lmc-BD,13,1,12,307,1,0,227,80
Freecell-Learned-ECAI-16,probfreecell-07-3.hddl,lmc-GZD,13,1,12,7243,1,0,6980,263
Freecell-Learned-ECAI-16,probfreecell-07-3.hddl,lmc-BDpGZD,13,1,12,263,1,0,227,36
Freecell-Learned-ECAI-16,probfreecell-07-3.hddl,lmc-VDM,12,1,11,6375,1,0,6021,354
Freecell-Learned-ECAI-16,probfreecell-13-1.hddl,lmc,13,1,12,282,1,0,232,50
Freecell-Learned-ECAI-16,probfreecell-13-1.hddl,lmc-BD,13,1,12,282,1,0,232,50
Freecell-Learned-ECAI-16,probfreecell-13-1.hddl,lmc-GZD,13,1,12,9347,1,0,9322,25
Freecell-Learned-ECAI-16,probfreecell-13-1.hddl,lmc-BDpGZD,13,1,12,266,1,0,232,34
Freecell-Learned-ECAI-16,probfreecell-13-1.hddl,lmc-VDM,13,1,12,282,1,0,232,50
Freecell-Learned-ECAI-16,probfreecell-08-4.hddl,lmc,13,1,12,9250,1,0,9191,59
Freecell-Learned-ECAI-16,probfreecell-08-4.hddl,lmc-BD,13,1,12,331,1,0,231,100
Freecell-Learned-ECAI-16,probfreecell-08-4.hddl,lmc-GZD,13,1,12,1330,1,0,1299,31
Freecell-Learned-ECAI-16,probfreecell-08-4.hddl,lmc-BDpGZD,13,1,12,262,1,0,231,31
Freecell-Learned-ECAI-16,probfreecell-08-4.hddl,lmc-VDM,13,1,12,8933,1,0,8502,431
Freecell-Learned-ECAI-16,probfreecell-10-4.hddl,lmc,13,1,12,265,1,0,231,34
Freecell-Learned-ECAI-16,probfreecell-10-4.hddl,lmc-BD,13,1,12,270,1,0,231,39
Freecell-Learned-ECAI-16,probfreecell-10-4.hddl,lmc-GZD,13,1,12,260,1,0,231,29
Freecell-Learned-ECAI-16,probfreecell-10-4.hddl,lmc-BDpGZD,13,1,12,260,1,0,231,29
Freecell-Learned-ECAI-16,probfreecell-10-4.hddl,lmc-VDM,13,1,12,265,1,0,231,34
Freecell-Learned-ECAI-16,probfreecell-04-4.hddl,lmc,12,1,11,3926,1,0,3416,510
Freecell-Learned-ECAI-16,probfreecell-04-4.hddl,lmc-BD,13,1,12,538,1,0,398,140
Freecell-Learned-ECAI-16,probfreecell-04-4.hddl,lmc-GZD,12,1,11,3877,1,0,3327,550
Freecell-Learned-ECAI-16,probfreecell-04-4.hddl,lmc-BDpGZD,13,1,12,582,1,0,398,184
Freecell-Learned-ECAI-16,probfreecell-04-4.hddl,lmc-VDM,12,1,11,3579,1,0,2579,1000
Freecell-Learned-ECAI-16,probfreecell-10-2.hddl,lmc,13,1,12,10982,1,0,10669,313
Freecell-Learned-ECAI-16,probfreecell-10-2.hddl,lmc-BD,13,1,12,282,1,0,231,51
Freecell-Learned-ECAI-16,probfreecell-10-2.hddl,lmc-GZD,13,1,12,9511,1,0,9434,77
Freecell-Learned-ECAI-16,probfreecell-10-2.hddl,lmc-BDpGZD,13,1,12,260,1,0,231,29
Freecell-Learned-ECAI-16,probfreecell-10-2.hddl,lmc-VDM,13,1,12,8387,1,0,8292,95
Freecell-Learned-ECAI-16,probfreecell-08-5.hddl,lmc,13,1,12,7333,1,0,7295,38
Freecell-Learned-ECAI-16,probfreecell-08-5.hddl,lmc-BD,13,1,12,279,1,0,231,48
Freecell-Learned-ECAI-16,probfreecell-08-5.hddl,lmc-GZD,13,1,12,5087,1,0,5039,48
Freecell-Learned-ECAI-16,probfreecell-08-5.hddl,lmc-BDpGZD,13,1,12,261,1,0,231,30
Freecell-Learned-ECAI-16,probfreecell-08-5.hddl,lmc-VDM,13,1,12,6578,1,0,6539,39
Freecell-Learned-ECAI-16,probfreecell-10-5.hddl,lmc,13,1,12,8812,1,0,8704,108
Freecell-Learned-ECAI-16,probfreecell-10-5.hddl,lmc-BD,13,1,12,344,1,0,231,113
Freecell-Learned-ECAI-16,probfreecell-10-5.hddl,lmc-GZD,13,1,12,261,1,0,231,30
Freecell-Learned-ECAI-16,probfreecell-10-5.hddl,lmc-BDpGZD,13,1,12,261,1,0,231,30
Freecell-Learned-ECAI-16,probfreecell-10-5.hddl,lmc-VDM,13,1,12,9698,1,0,9592,106
Freecell-Learned-ECAI-16,probfreecell-12-2.hddl,lmc,13,1,12,9886,1,0,9801,85
Freecell-Learned-ECAI-16,probfreecell-12-2.hddl,lmc-BD,13,1,12,306,1,0,228,78
Freecell-Learned-ECAI-16,probfreecell-12-2.hddl,lmc-GZD,13,1,12,7877,1,0,7810,67
Freecell-Learned-ECAI-16,probfreecell-12-2.hddl,lmc-BDpGZD,13,1,12,259,1,0,228,31
Freecell-Learned-ECAI-16,probfreecell-12-2.hddl,lmc-VDM,13,1,12,8678,1,0,8634,44
Freecell-Learned-ECAI-16,probfreecell-03-1.hddl,lmc,12,2,10,1730,1,1,1362,368
Freecell-Learned-ECAI-16,probfreecell-03-1.hddl,lmc-BD,13,1,12,857,1,0,433,424
Freecell-Learned-ECAI-16,probfreecell-03-1.hddl,lmc-GZD,11,1,10,2363,1,0,2269,94
Freecell-Learned-ECAI-16,probfreecell-03-1.hddl,lmc-BDpGZD,13,1,12,790,1,0,488,302
Freecell-Learned-ECAI-16,probfreecell-03-1.hddl,lmc-VDM,12,2,10,1896,1,1,1505,391
Freecell-Learned-ECAI-16,probfreecell-07-2.hddl,lmc,13,2,11,7741,1,1,7664,77
Freecell-Learned-ECAI-16,probfreecell-07-2.hddl,lmc-BD,13,1,12,352,1,0,231,121
Freecell-Learned-ECAI-16,probfreecell-07-2.hddl,lmc-GZD,13,1,12,2183,1,0,2152,31
Freecell-Learned-ECAI-16,probfreecell-07-2.hddl,lmc-BDpGZD,13,1,12,262,1,0,231,31
Freecell-Learned-ECAI-16,probfreecell-07-2.hddl,lmc-VDM,13,2,11,7245,1,1,7107,138
Freecell-Learned-ECAI-16,probfreecell-13-3.hddl,lmc,13,1,12,11509,1,0,11449,60
Freecell-Learned-ECAI-16,probfreecell-13-3.hddl,lmc-BD,13,1,12,278,1,0,230,48
Freecell-Learned-ECAI-16,probfreecell-13-3.hddl,lmc-GZD,13,1,12,6700,1,0,6633,67
Freecell-Learned-ECAI-16,probfreecell-13-3.hddl,lmc-BDpGZD,13,1,12,259,1,0,230,29
Freecell-Learned-ECAI-16,probfreecell-13-3.hddl,lmc-VDM,13,1,12,13250,1,0,13175,75
Freecell-Learned-ECAI-16,probfreecell-13-2.hddl,lmc,13,1,12,12699,1,0,12629,70
Freecell-Learned-ECAI-16,probfreecell-13-2.hddl,lmc-BD,13,1,12,307,1,0,228,79
Freecell-Learned-ECAI-16,probfreecell-13-2.hddl,lmc-GZD,13,1,12,260,1,0,228,32
Freecell-Learned-ECAI-16,probfreecell-13-2.hddl,lmc-BDpGZD,13,1,12,260,1,0,228,32
Freecell-Learned-ECAI-16,probfreecell-13-2.hddl,lmc-VDM,13,1,12,11682,1,0,11606,76
Freecell-Learned-ECAI-16,probfreecell-08-2.hddl,lmc,13,1,12,274,1,0,230,44
Freecell-Learned-ECAI-16,probfreecell-08-2.hddl,lmc-BD,13,1,12,321,1,0,230,91
Freecell-Learned-ECAI-16,probfreecell-08-2.hddl,lmc-GZD,13,1,12,265,1,0,230,35
Freecell-Learned-ECAI-16,probfreecell-08-2.hddl,lmc-BDpGZD,13,1,12,265,1,0,230,35
Freecell-Learned-ECAI-16,probfreecell-08-2.hddl,lmc-VDM,13,1,12,274,1,0,230,44
Freecell-Learned-ECAI-16,probfreecell-13-4.hddl,lmc,13,1,12,277,1,0,228,49
Freecell-Learned-ECAI-16,probfreecell-13-4.hddl,lmc-BD,13,1,12,306,1,0,228,78
Freecell-Learned-ECAI-16,probfreecell-13-4.hddl,lmc-GZD,13,1,12,260,1,0,228,32
Freecell-Learned-ECAI-16,probfreecell-13-4.hddl,lmc-BDpGZD,13,1,12,260,1,0,228,32
Freecell-Learned-ECAI-16,probfreecell-13-4.hddl,lmc-VDM,13,1,12,277,1,0,228,49
Freecell-Learned-ECAI-16,probfreecell-08-3.hddl,lmc,13,1,12,6898,1,0,6845,53
Freecell-Learned-ECAI-16,probfreecell-08-3.hddl,lmc-BD,13,1,12,306,1,0,228,78
Freecell-Learned-ECAI-16,probfreecell-08-3.hddl,lmc-GZD,13,1,12,7839,1,0,7724,115
Freecell-Learned-ECAI-16,probfreecell-08-3.hddl,lmc-BDpGZD,13,1,12,257,1,0,228,29
Freecell-Learned-ECAI-16,probfreecell-08-3.hddl,lmc-VDM,13,1,12,7308,1,0,7078,230
Freecell-Learned-ECAI-16,probfreecell-06-3.hddl,lmc,13,1,12,6050,1,0,5348,702
Freecell-Learned-ECAI-16,probfreecell-06-3.hddl,lmc-BD,13,1,12,327,1,0,229,98
Freecell-Learned-ECAI-16,probfreecell-06-3.hddl,lmc-GZD,13,1,12,5355,1,0,5206,149
Freecell-Learned-ECAI-16,probfreecell-06-3.hddl,lmc-BDpGZD,13,1,12,261,1,0,229,32
Freecell-Learned-ECAI-16,probfreecell-06-3.hddl,lmc-VDM,12,1,11,5700,1,0,5286,414
Freecell-Learned-ECAI-16,probfreecell-05-5.hddl,lmc,12,1,11,5212,1,0,5080,132
Freecell-Learned-ECAI-16,probfreecell-05-5.hddl,lmc-BD,13,1,12,826,1,0,534,292
Freecell-Learned-ECAI-16,probfreecell-05-5.hddl,lmc-GZD,12,1,11,4040,1,0,3532,508
Freecell-Learned-ECAI-16,probfreecell-05-5.hddl,lmc-BDpGZD,13,1,12,766,1,0,716,50
Freecell-Learned-ECAI-16,probfreecell-05-5.hddl,lmc-VDM,12,1,11,5622,1,0,5120,502
Freecell-Learned-ECAI-16,probfreecell-09-4.hddl,lmc,13,1,12,8343,1,0,8264,79
Freecell-Learned-ECAI-16,probfreecell-09-4.hddl,lmc-BD,13,1,12,327,1,0,230,97
Freecell-Learned-ECAI-16,probfreecell-09-4.hddl,lmc-GZD,13,1,12,9998,1,0,9699,299
Freecell-Learned-ECAI-16,probfreecell-09-4.hddl,lmc-BDpGZD,13,1,12,263,1,0,230,33
Freecell-Learned-ECAI-16,probfreecell-09-4.hddl,lmc-VDM,13,1,12,7284,1,0,7148,136
Hiking,p27.hddl,,,,,,,,,
