Domain,Problem,Experiment Name,Total Landmarks,Individual LMs,Disjunctions,Overall,Unary Methods,Unary Action,Overall Action,Overall Method
Rover-GTOHP,p26.hddl,lmc-VDM,246,1,245,77044,1,0,10841,66203
Rover-GTOHP,p18.hddl,lmc,134,1,133,15503,1,0,3819,11684
Rover-GTOHP,p18.hddl,lmc-BD,132,1,131,20025,1,0,3917,16108
Rover-GTOHP,p18.hddl,lmc-GZD,131,1,130,16661,1,0,3755,12906
Rover-GTOHP,p18.hddl,lmc-BDpGZD,134,1,133,16010,1,0,3773,12237
Rover-GTOHP,p18.hddl,lmc-VDM,136,1,135,16574,1,0,3847,12727
Rover-GTOHP,p29.hddl,lmc,252,1,251,121734,1,0,26852,94882
Rover-GTOHP,p29.hddl,lmc-BD,258,1,257,121005,1,0,26724,94281
Rover-GTOHP,p29.hddl,lmc-GZD,252,1,251,131609,1,0,27263,104346
Rover-GTOHP,p29.hddl,lmc-BDpGZD,255,1,254,120609,1,0,27308,93301
Rover-GTOHP,p29.hddl,lmc-VDM,252,1,251,130250,1,0,26861,103389
Rover-GTOHP,p22.hddl,lmc,231,1,230,39445,1,0,9562,29883
Rover-GTOHP,p22.hddl,lmc-BD,233,1,232,42182,1,0,10221,31961
Rover-GTOHP,p22.hddl,lmc-GZD,227,1,226,51017,1,0,9736,41281
Rover-GTOHP,p22.hddl,lmc-BDpGZD,229,1,228,49116,1,0,10228,38888
Rover-GTOHP,p22.hddl,lmc-VDM,226,1,225,36907,1,0,10060,26847
Rover-GTOHP,p21.hddl,lmc,186,1,185,33777,1,0,8475,25302
Rover-GTOHP,p21.hddl,lmc-BD,188,1,187,32389,1,0,8537,23852
Rover-GTOHP,p21.hddl,lmc-GZD,181,1,180,36682,1,0,8493,28189
Rover-GTOHP,p21.hddl,lmc-BDpGZD,188,1,187,31869,1,0,8554,23315
Rover-GTOHP,p21.hddl,lmc-VDM,184,1,183,32762,1,0,8453,24309
Rover-GTOHP,p30.hddl,lmc,412,1,411,197224,1,0,34316,162908
Rover-GTOHP,p30.hddl,lmc-BD,418,1,417,185639,1,0,34356,151283
Rover-GTOHP,p30.hddl,lmc-GZD,414,1,413,202465,1,0,34191,168274
Rover-GTOHP,p30.hddl,lmc-BDpGZD,,,,,,,,
